Maintenance_ID,Aircraft_ID,Aircraft_Type,Maintenance_Type,Maintenance_Category,Scheduled_Date,Actual_Start_Date,Completion_Date,Budgeted_Cost,Actual_Cost,Labor_Hours,Parts_Cost,Vendor,Priority,Status,Location,Downtime_Hours,Technician_Count,Cost_Variance,Cost_Variance_Percent
M085,A36,B787,Emergency,,2024-04-11,2024-04-12,,20723.0,24228.0,,54845.0,,,Completed,,84.0,6.0,3505.0,16.91
M121,A21,b737,,Hydraulics,2023-06-23,,,24333.0,19472.0,124.0,68811.0,V-C,High,completed,,,3.0,-4861.0,
M411,A08,,Unscheduled,Electrical,2022-05-16,2022-05-21,2022-05-24,72359.0,,194.0,,InHouse,,,Atlanta,65.0,,-20886.0,
M3831,A46,B787,,Hydraulics,2023-12-07,,,,136597.0,,72328.0,,Medium,Completed,Tokyo,40.0,5.0,37877.0,
M168,A28,A320,,,2023-05-18,2023-05-22,2023-05-25,,217900.0,102.0,,inhouse,Medium,InProgress,Tokyo,,,67925.0,45.29
M234,A17,A350,Preventive,LandingGear,2024-06-25,2024-07-04,2024-07-08,,56963.0,,36200.0,inhouse,,InProgress,Toronto,29.0,2.0,,
M066,A41,b737,,Electrical,2024-05-22,2024-05-29,,104617.0,,14.0,81931.0,V-A,,,Dallas,,,48470.0,46.33
M4864,A32,B787,,Structure,2023-09-28,2023-09-29,2023-10-05,72871.0,59435.0,,59655.0,,Medium,Completed,,81.0,9.0,-13436.0,-18.44
M2272,A37,,scheduled,,,2023-03-16,2023-03-17,83077.0,,68.0,,inhouse,,completed,LosAngeles,,,,36.31
M2551,A28,,Unscheduled,Electrical,,2022-12-11,,116205.0,166300.0,187.0,76388.0,,Low,,LosAngeles,,9.0,50095.0,
M080,A17,,Unscheduled,Structure,,2022-01-24,2022-01-26,89874.0,64046.0,112.0,,V-A,,Cancelled,,,9.0,-25828.0,-28.74
M2708,A41,A320,,,2024-06-03,,2024-06-15,,,142.0,,V-A,High,,Atlanta,42.0,,64949.0,45.09
M752,A30,B737,scheduled,,2022-12-29,,,115233.0,,201.0,56170.0,V-A,,completed,Mumbai,82.0,4.0,54062.0,46.92
M1236,A43,B737,,Avionics,,,,129336.0,123665.0,102.0,,V-A,Medium,completed,Paris,28.0,2.0,-5671.0,-4.38
M4188,A05,B787,Scheduled,Engine,,2022-03-23,2022-03-23,,,79.0,85047.0,V-B,Low,,Tokyo,,,,5.13
M1787,A55,B737,,Structure,2023-03-05,,2023-03-16,,209155.0,18.0,56273.0,,,,,131.0,3.0,64215.0,44.3
M1906,A31,A350,,,2022-12-01,2022-12-04,,30198.0,41419.0,,61018.0,V-A,,,,92.0,5.0,11221.0,37.16
M682,A16,B777,Scheduled,Avionics,2022-03-27,2022-04-06,,62497.0,78900.0,9.0,48500.0,inhouse,,InProgress,,,1.0,,26.25
M2329,A35,A320,,,2022-05-11,,2022-05-13,136975.0,141395.0,207.0,35287.0,InHouse,High,Cancelled,Atlanta,,10.0,,3.23
M3270,A36,A-320,,Hydraulics,,,2024-05-15,50694.0,,,71787.0,V-A,Low,,,,9.0,,3.67
M1434,A05,b737,Preventive,Avionics,,2023-02-09,,28961.0,41831.0,204.0,,V-B,Low,,,,5.0,12870.0,44.44
M4991,A28,A320,Unscheduled,LandingGear,,2024-01-22,2024-01-27,23251.0,34467.0,,64722.0,,Medium,Completed,Dubai,,4.0,,48.24
M1407,A29,A320,Preventive,Electrical,2024-07-28,2024-07-28,,128485.0,178614.0,161.0,78864.0,inhouse,,completed,Tokyo,139.0,2.0,50129.0,39.02
M1188,A29,B787,,LandingGear,2022-03-01,2022-03-08,2022-03-13,,151955.0,81.0,,V-B,Low,Delayed,Amsterdam,91.0,5.0,38031.0,
M2174,A51,A-320,Emergency,Engine,,,,120555.0,112523.0,53.0,32241.0,,High,,Toronto,113.0,,-8032.0,
M656,A32,B787,Preventive,Structure,,2022-06-17,2022-06-22,,59370.0,,17703.0,V-C,,completed,Tokyo,,3.0,,-20.5
M4634,A24,b737,Preventive,Hydraulics,2024-03-23,2024-04-03,2024-04-08,,67760.0,63.0,57958.0,V-B,,Delayed,,40.0,9.0,18082.0,
M2527,A06,B737,Preventive,Structure,,2022-11-30,2022-12-03,24759.0,36301.0,,58246.0,InHouse,High,Cancelled,Atlanta,28.0,,11542.0,
M1808,A46,A-320,,Hydraulics,2022-05-09,2022-05-06,,63657.0,,,63274.0,,,,,,5.0,9195.0,
M2367,A10,,scheduled,,2023-12-01,2023-12-12,2023-12-14,,,,13244.0,inhouse,,Completed,NewYork,79.0,3.0,-13361.0,-27.94
M3177,A49,A-320,,Engine,2022-11-19,,,142198.0,181111.0,,76005.0,InHouse,,Completed,,,7.0,38913.0,27.37
M1727,A57,b737,Preventive,,2024-02-20,2024-02-27,,45395.0,42294.0,156.0,,V-C,Critical,Delayed,Frankfurt,,3.0,,
M3701,A56,B787,,Structure,,,2024-07-15,71098.0,,,89800.0,V-A,Critical,Cancelled,,23.0,3.0,-948.0,-1.33
M764,A55,b737,,Hydraulics,2024-08-02,2024-08-01,,70662.0,55934.0,,50063.0,inhouse,Critical,,London,32.0,,-14728.0,
M4897,A51,B777,,Avionics,,2024-05-21,,,,181.0,25696.0,,Medium,,,84.0,7.0,-311.0,-1.06
M4969,A12,B777,Preventive,Engine,2024-09-25,,,,,,,V-B,Medium,completed,Chennai,,,,
M4265,A08,A-320,,Avionics,2024-02-27,2024-03-05,,141501.0,210628.0,130.0,28567.0,,,Cancelled,Dubai,,,69127.0,48.85
M978,A05,,Scheduled,,2023-06-28,2023-06-25,,78780.0,,,8917.0,,Low,,,119.0,1.0,23904.0,
M1667,A12,B777,Preventive,,2022-11-27,,2022-12-07,134376.0,131910.0,,,V-A,,Cancelled,Amsterdam,,6.0,-2466.0,-1.84
M182,A46,,Unscheduled,,2024-06-23,2024-06-26,2024-06-30,117604.0,,,9200.0,,Critical,,Chicago,98.0,6.0,1301.0,1.11
M1384,A08,b737,,Hydraulics,,2023-03-06,2023-03-10,,29287.0,,2403.0,InHouse,Low,,Toronto,,10.0,6535.0,28.72
M2795,A04,A320,,LandingGear,2022-07-01,2022-07-08,2022-07-10,39289.0,,109.0,11644.0,InHouse,,completed,Atlanta,,8.0,,21.62
M3622,A13,A320,Preventive,Hydraulics,2023-07-21,,2023-07-23,50385.0,50693.0,111.0,,V-A,Critical,Delayed,,,1.0,308.0,0.61
M1922,A23,B737,Emergency,Electrical,,2022-09-30,2022-09-30,130833.0,,,46971.0,,,Completed,,86.0,8.0,4840.0,
M320,A52,,,Electrical,2023-02-12,2023-02-16,2023-02-22,38618.0,28705.0,,,,Low,InProgress,Frankfurt,,9.0,,-25.67
M2108,A16,A320,,,,,2024-06-01,76805.0,54682.0,,9876.0,inhouse,High,InProgress,London,40.0,,,
M3847,A35,,Unscheduled,Structure,,2022-06-01,2022-06-07,68458.0,62453.0,162.0,88612.0,,,Completed,Paris,93.0,,-6005.0,-8.77
M1771,A09,A-320,,Engine,,,,6298.0,6404.0,,,,High,completed,NewYork,,,106.0,1.68
M4608,A57,A350,,Avionics,2024-05-09,2024-05-13,2024-05-14,92832.0,114532.0,117.0,79598.0,InHouse,,Completed,Chennai,76.0,10.0,21700.0,
M402,A21,B777,scheduled,Structure,2023-02-04,,,58912.0,73358.0,82.0,57980.0,,Critical,completed,,,7.0,14446.0,24.52
M1619,A59,b737,,LandingGear,2022-11-26,2022-11-25,2022-11-25,128526.0,154732.0,27.0,,V-B,High,,,93.0,,26206.0,
M1162,A06,A350,Scheduled,Avionics,2022-12-20,2022-12-29,,127471.0,,47.0,,V-A,,completed,Chicago,,,,
M4632,A39,A-320,Unscheduled,Hydraulics,2022-09-07,2022-09-18,2022-09-18,,69534.0,,31138.0,V-C,,,Singapore,73.0,,,
M260,A40,B737,,,,2022-10-05,2022-10-09,,36053.0,205.0,,InHouse,,completed,Dallas,72.0,,3551.0,
M024,A08,B737,Unscheduled,Electrical,2022-06-15,2022-06-26,,117115.0,134532.0,14.0,49393.0,inhouse,High,Cancelled,Chicago,,5.0,,14.87
M979,A39,b737,,Electrical,2024-09-27,2024-09-26,,,,72.0,42820.0,,Medium,,London,,5.0,25783.0,
M1056,A22,A320,Emergency,Electrical,,2024-05-02,2024-05-02,130687.0,98564.0,,2449.0,V-A,High,completed,Atlanta,,1.0,-32123.0,
M3366,A22,,,,2023-01-05,,2023-01-12,,71345.0,,40392.0,V-C,Medium,Completed,,,10.0,9058.0,14.54
M1392,A38,B787,scheduled,LandingGear,,2022-10-24,,,43795.0,,47525.0,,,Completed,Frankfurt,31.0,,,
M466,A31,B737,,Engine,2022-07-21,2022-07-21,,139605.0,163971.0,,,V-A,Critical,Completed,,,10.0,24366.0,
M3134,A37,,Emergency,Engine,,2023-03-10,,,107026.0,130.0,49493.0,V-C,Critical,Completed,Paris,68.0,8.0,-41101.0,
M3575,A53,,,Engine,2022-02-08,2022-02-19,,25209.0,24819.0,28.0,75117.0,InHouse,Low,completed,Dubai,,2.0,-390.0,
M4625,A46,A320,Preventive,,2023-09-01,2023-08-31,2023-09-04,,108032.0,82.0,69853.0,V-A,,completed,,92.0,,-9816.0,
M2136,A13,B777,Preventive,Hydraulics,2023-09-02,2023-09-11,2023-09-11,7034.0,10075.0,,10220.0,V-B,High,,,131.0,5.0,,43.23
M1908,A07,,Scheduled,Hydraulics,,,2023-08-26,,9548.0,154.0,7748.0,,Medium,completed,Frankfurt,26.0,2.0,249.0,2.68
M4941,A08,A-320,Emergency,Electrical,2022-02-27,,2022-03-04,39929.0,56167.0,202.0,,InHouse,High,Completed,,37.0,,,
M3051,A08,b737,Unscheduled,Avionics,2022-08-23,,,104327.0,102263.0,78.0,,V-C,,Completed,Tokyo,,,-2064.0,
M3823,A38,A-320,Unscheduled,,2024-02-23,2024-03-02,2024-03-08,,126529.0,51.0,48387.0,,,,Frankfurt,112.0,,,
M3660,A32,A350,Emergency,LandingGear,,2022-08-30,2022-09-03,120500.0,166768.0,29.0,,,Medium,InProgress,Dubai,125.0,2.0,,38.4
M2068,A23,A350,,,,,,96616.0,,66.0,62567.0,InHouse,Low,InProgress,NewYork,56.0,,,
M2245,A30,B787,,Avionics,2023-12-05,2023-12-03,,,30330.0,179.0,82652.0,V-C,Medium,Cancelled,Paris,24.0,4.0,1607.0,
M3266,A42,B787,scheduled,,2023-10-28,2023-11-01,2023-11-03,,134448.0,116.0,,inhouse,Critical,Delayed,London,147.0,,,
M3067,A37,,,Hydraulics,,2023-10-16,,149929.0,,119.0,88141.0,V-A,Medium,Cancelled,,,7.0,-11641.0,
M577,A57,b737,,LandingGear,2024-03-20,,2024-03-20,138330.0,139781.0,132.0,69012.0,,High,Delayed,Tokyo,100.0,9.0,,1.05
M016,A56,B737,,,2022-05-24,,,78018.0,83487.0,,7630.0,inhouse,Critical,,Mumbai,65.0,3.0,,7.01
M4758,A36,B737,Emergency,Engine,2023-01-06,,2023-01-06,67430.0,64763.0,,,InHouse,Critical,Completed,Chennai,97.0,4.0,,-3.96
M502,A31,B777,scheduled,Structure,2023-07-25,2023-07-23,2023-07-23,92257.0,133297.0,210.0,79411.0,V-A,,Delayed,Amsterdam,102.0,5.0,41040.0,44.48
M3704,A50,B787,scheduled,LandingGear,2022-11-13,2022-11-18,2022-11-19,54685.0,,172.0,,InHouse,,completed,,55.0,,10801.0,19.75
M2925,A52,B787,Unscheduled,Hydraulics,2022-05-24,,2022-06-02,140230.0,,,49808.0,,High,,Mumbai,119.0,,-41338.0,-29.48
M1352,A55,A350,Preventive,,,2023-01-02,,52942.0,,200.0,,inhouse,Medium,Cancelled,Frankfurt,,,14022.0,
M1500,A53,A-320,Emergency,,2023-05-25,,,90223.0,,102.0,7029.0,V-C,High,InProgress,Frankfurt,,,,-12.05
M4184,A40,A350,,Electrical,,2024-03-30,2024-03-31,66854.0,,187.0,45950.0,,High,InProgress,NewYork,,1.0,,-24.92
M1091,A60,B787,scheduled,Electrical,,2022-10-26,,,,30.0,,V-A,Critical,Delayed,Toronto,90.0,6.0,,39.56
M3577,A09,,Preventive,LandingGear,,2022-03-02,2022-03-03,63267.0,49211.0,28.0,4211.0,,Critical,,Paris,110.0,,-14056.0,-22.22
M3665,A35,,Unscheduled,Avionics,2023-08-27,2023-08-29,2023-08-31,97890.0,,,,inhouse,Low,Cancelled,Amsterdam,,9.0,-21816.0,-22.29
M706,A54,B787,,,,,2023-11-11,112580.0,110484.0,,45017.0,V-A,High,Cancelled,Paris,100.0,3.0,-2096.0,
M1110,A17,A-320,scheduled,Electrical,2022-04-06,2022-04-13,2022-04-15,,27999.0,196.0,,V-B,Critical,Cancelled,,,9.0,-8138.0,
M2046,A47,A320,Unscheduled,Electrical,2023-04-22,,2023-04-30,,63799.0,,,inhouse,Critical,Completed,Paris,81.0,,,
M3548,A48,A350,scheduled,Hydraulics,2023-01-03,2023-01-08,2023-01-09,68633.0,,,,,Critical,,LosAngeles,,,,
M539,A56,B777,scheduled,,2023-01-14,2023-01-23,2023-01-29,141038.0,186601.0,167.0,,InHouse,,,,46.0,3.0,45563.0,32.31
M3750,A20,,scheduled,Avionics,,,2023-05-30,73608.0,62040.0,,,,,,Atlanta,149.0,9.0,-11568.0,
M388,A25,b737,,Avionics,2022-03-09,,2022-03-13,,12793.0,,80388.0,InHouse,High,,LosAngeles,83.0,6.0,,-2.87
M908,A17,A320,,LandingGear,2024-01-05,2024-01-14,2024-01-17,,,,61574.0,inhouse,,InProgress,London,113.0,6.0,,-10.02
M2032,A43,B787,Emergency,Electrical,2022-05-18,2022-05-27,2022-06-01,,22661.0,185.0,14070.0,,,Completed,LosAngeles,98.0,1.0,-2124.0,-8.57
M3155,A06,B777,,Avionics,2022-02-04,2022-02-15,,,162405.0,181.0,,,Critical,InProgress,Frankfurt,39.0,3.0,43653.0,
M1613,A37,A-320,,Engine,,2024-08-28,2024-09-03,,,,,,High,,LosAngeles,,6.0,-21998.0,-19.99
M3455,A37,A320,Preventive,,2023-07-29,,,92156.0,131785.0,,22547.0,inhouse,Low,Completed,,,7.0,39629.0,43.0
M4416,A47,,,Hydraulics,2023-06-30,2023-06-29,,56225.0,,103.0,5337.0,,High,InProgress,Chicago,65.0,6.0,2277.0,4.05
M2188,A09,b737,Unscheduled,Hydraulics,2022-01-31,2022-02-07,,31774.0,31869.0,167.0,40257.0,V-B,High,Completed,,,3.0,95.0,
M009,A22,B737,Emergency,Hydraulics,2023-11-28,,2023-12-03,74946.0,,45.0,60470.0,V-A,Medium,completed,Toronto,,,23598.0,
M4586,A57,B737,Scheduled,Hydraulics,2022-06-22,2022-06-21,2022-06-23,,58918.0,,,V-A,,,,,9.0,3914.0,
M878,A18,B787,,,2022-08-22,2022-09-02,2022-09-04,15546.0,23062.0,195.0,25905.0,V-A,High,completed,Atlanta,,,,48.35
M1457,A53,,,Electrical,,,,,,,75461.0,,Medium,,Toronto,34.0,,,38.86
M2651,A60,A350,,Electrical,,,2024-04-30,,36312.0,,,,Low,completed,Frankfurt,,,-9893.0,-21.41
M2371,A07,B787,,,2024-08-12,2024-08-17,,,136754.0,97.0,48858.0,InHouse,Low,,Toronto,,2.0,38684.0,39.45
M231,A22,A320,Unscheduled,,2023-03-18,2023-03-20,,46183.0,,183.0,73628.0,inhouse,Medium,Delayed,Atlanta,65.0,2.0,,
M4120,A28,A-320,Emergency,LandingGear,2023-02-04,,2023-02-17,92967.0,,,77194.0,V-B,,Cancelled,London,10.0,2.0,-654.0,-0.7
M507,A12,A-320,Unscheduled,Structure,,,2022-05-16,,,135.0,,inhouse,High,completed,NewYork,139.0,10.0,23043.0,39.45
M743,A47,b737,,,2024-03-04,,,75762.0,,110.0,,V-B,Medium,,NewYork,,,18836.0,
M2953,A58,B777,Unscheduled,,,2024-02-09,,,,,34176.0,V-B,Medium,,Singapore,,2.0,,18.11
M034,A39,B777,,Electrical,,2023-04-14,2023-04-19,,,213.0,,,Low,InProgress,Tokyo,,8.0,70719.0,49.03
M2887,A48,A350,Preventive,,,2022-09-19,2022-09-22,15142.0,10764.0,,,,High,Completed,Frankfurt,42.0,2.0,-4378.0,-28.91
M2216,A44,B787,,,2023-04-30,2023-04-29,2023-05-01,61187.0,72241.0,,,InHouse,Low,Completed,,,4.0,11054.0,18.07
M1175,A40,,,Hydraulics,2024-08-14,2024-08-25,2024-08-28,104732.0,,,70756.0,,,,Chicago,116.0,,33953.0,
M454,A21,,scheduled,Electrical,2023-11-25,2023-11-24,2023-11-29,108395.0,92738.0,19.0,88394.0,V-C,Low,InProgress,,114.0,6.0,-15657.0,-14.44
M2457,A29,b737,,Avionics,2023-12-19,2023-12-31,2024-01-05,40151.0,30516.0,,39287.0,V-A,Critical,,,60.0,1.0,,
M766,A27,B787,scheduled,,,2022-07-26,2022-07-27,,,92.0,25288.0,inhouse,Low,,Chennai,58.0,10.0,-79.0,-1.24
M4392,A12,A350,,LandingGear,2024-04-23,,2024-04-30,85733.0,,,84160.0,InHouse,Critical,,Mumbai,,3.0,42800.0,49.92
M535,A35,B787,,Avionics,2022-12-15,2022-12-17,,12311.0,17386.0,218.0,40838.0,InHouse,Critical,Completed,Chennai,100.0,5.0,,
M3937,A11,A320,,Avionics,2023-10-22,2023-11-02,2023-11-04,42096.0,62165.0,,,InHouse,,Cancelled,Chennai,,4.0,20069.0,47.67
M4393,A28,B787,Unscheduled,,2024-06-25,2024-07-02,,,81843.0,144.0,30480.0,,,InProgress,Mumbai,31.0,,,
M599,A33,B737,,LandingGear,2022-08-14,2022-08-14,2022-08-15,48790.0,,,83154.0,V-B,High,completed,Paris,,,,-26.48
M3938,A19,B777,,,,,,,,204.0,,,,Cancelled,London,,5.0,-9320.0,
M2403,A39,,Emergency,,2022-12-24,,2023-01-07,111542.0,,126.0,3483.0,V-B,,,Dubai,,,-1174.0,-1.05
M3884,A29,B777,Unscheduled,,,2022-01-03,2022-01-04,60503.0,79139.0,135.0,,InHouse,,Completed,Toronto,,4.0,18636.0,30.8
M3241,A04,,Emergency,Hydraulics,,,,,,130.0,20784.0,V-C,,Completed,Tokyo,28.0,6.0,-11864.0,
M2628,A60,B737,,LandingGear,,,,73489.0,61079.0,26.0,37472.0,,High,Delayed,Paris,,8.0,-12410.0,
M3910,A45,b737,scheduled,,2024-07-19,2024-07-30,,118687.0,128884.0,15.0,61603.0,V-C,,Cancelled,,,4.0,,8.59
M4320,A27,A350,Unscheduled,Hydraulics,2024-04-12,2024-04-14,2024-04-18,,136249.0,,,V-B,,,Toronto,50.0,7.0,22377.0,
M3306,A48,,,Avionics,2024-08-10,2024-08-17,2024-08-20,,33270.0,78.0,32438.0,,High,InProgress,,,1.0,,
M4319,A14,A-320,Emergency,LandingGear,2022-04-27,2022-04-26,2022-05-01,87854.0,90958.0,19.0,,V-A,High,Completed,NewYork,,7.0,3104.0,
M1050,A09,A320,scheduled,,2022-05-19,2022-05-21,,127963.0,,151.0,,InHouse,High,,Chicago,,4.0,-22429.0,
M2448,A36,A320,scheduled,,,,2022-05-12,102834.0,,185.0,44148.0,V-B,,completed,,,2.0,28960.0,28.16
M4656,A43,A350,,Structure,2023-01-29,,,21393.0,19426.0,,41920.0,,,Delayed,,110.0,4.0,-1967.0,-9.19
M4742,A09,,Preventive,,,2024-07-29,2024-08-01,134091.0,105258.0,39.0,24638.0,,Critical,Completed,Paris,140.0,,,-21.5
M1741,A37,b737,,Hydraulics,2022-07-22,,2022-07-25,21091.0,26496.0,219.0,78552.0,,High,,,,,5405.0,25.63
M4664,A26,A320,,Electrical,,2024-09-24,2024-09-29,18225.0,21416.0,,52698.0,,Critical,completed,Tokyo,,10.0,3191.0,
M2679,A09,B787,Unscheduled,Avionics,,,2024-06-08,113509.0,,185.0,51689.0,V-A,Medium,Delayed,Tokyo,149.0,,42147.0,37.13
M2997,A23,,Scheduled,Engine,,,2023-03-01,146483.0,,108.0,,V-B,,Cancelled,Tokyo,66.0,8.0,,-26.94
M811,A51,A350,Scheduled,Avionics,2022-02-06,2022-02-03,,31875.0,35100.0,,40513.0,,,InProgress,,,,3225.0,10.12
M3333,A47,A320,Preventive,,,2023-02-14,2023-02-20,,77293.0,18.0,21457.0,V-A,,InProgress,,104.0,2.0,-19766.0,-20.36
M2482,A35,,Emergency,Avionics,2022-12-06,,2022-12-15,32798.0,,,52288.0,V-B,Critical,Delayed,Mumbai,,5.0,10291.0,31.38
M927,A21,B737,,Avionics,,2022-12-23,2022-12-26,46737.0,68584.0,153.0,41701.0,inhouse,,,,,7.0,21847.0,
M3322,A10,A350,Preventive,,,2024-02-06,2024-02-08,,125298.0,,85522.0,inhouse,,completed,Chennai,,1.0,,48.28
M2673,A40,B777,,Avionics,,2023-02-08,,107834.0,131637.0,134.0,10651.0,V-B,High,Cancelled,,,10.0,23803.0,22.07
M325,A36,,Emergency,,,,,99624.0,,10.0,54970.0,V-A,,completed,Dallas,,,,
M1872,A25,,Scheduled,Electrical,2023-09-13,,2023-09-26,108659.0,,52.0,60443.0,InHouse,Low,Completed,Dallas,117.0,8.0,-2685.0,
M4328,A16,B737,,Hydraulics,,2022-05-07,2022-05-11,,103659.0,183.0,45953.0,,High,,Toronto,98.0,,,
M3843,A42,A350,Preventive,,2022-07-18,2022-07-29,2022-07-29,,46387.0,194.0,4784.0,,,Completed,,,3.0,10578.0,
M3468,A02,A350,scheduled,LandingGear,,2023-03-10,2023-03-14,140703.0,,111.0,45027.0,V-B,,Completed,NewYork,52.0,3.0,,-28.11
M1316,A57,B737,scheduled,Avionics,2022-07-11,2022-07-10,,126095.0,187458.0,5.0,,V-A,Critical,,Chennai,46.0,4.0,,48.66
M2851,A41,B777,Preventive,Hydraulics,2023-06-20,2023-06-20,2023-06-24,35036.0,26935.0,27.0,31272.0,,,,Frankfurt,,,,-23.12
M1818,A10,A-320,,Avionics,2024-08-23,2024-09-04,,,116187.0,84.0,,,Medium,Delayed,Chennai,47.0,,4320.0,3.86
M255,A49,A-320,scheduled,Avionics,2022-02-08,,,8690.0,,,89702.0,V-A,High,,Tokyo,93.0,5.0,,41.36
M1345,A60,B777,Emergency,,,,2024-04-19,145773.0,,137.0,87282.0,V-A,,Completed,,43.0,8.0,,
M3915,A43,,Scheduled,,,,2024-03-14,38396.0,32664.0,,37967.0,,Medium,Delayed,Dubai,25.0,10.0,-5732.0,
M4523,A10,,Scheduled,Hydraulics,2024-04-12,,,142569.0,210249.0,,5210.0,V-C,Medium,Delayed,Amsterdam,123.0,1.0,,
M1457,A53,,,Electrical,,,,,,,75461.0,,Medium,,Toronto,34.0,,,38.86
M3348,A45,b737,scheduled,Electrical,2022-08-12,,2022-08-14,53973.0,53355.0,,5672.0,V-C,Medium,Cancelled,Mumbai,80.0,,-618.0,-1.15
M3373,A42,A320,Preventive,Hydraulics,2022-07-14,,,105607.0,,58.0,29478.0,,,,Chicago,69.0,,,
M1836,A12,A320,Unscheduled,,2023-08-09,2023-08-06,2023-08-10,95342.0,,,,V-B,,completed,NewYork,,3.0,-17220.0,-18.06
M3916,A35,B777,scheduled,Structure,2024-04-26,2024-05-08,2024-05-11,,87135.0,106.0,,V-A,,Cancelled,Toronto,45.0,5.0,-36912.0,
M4503,A42,,scheduled,LandingGear,2022-03-07,2022-03-07,,12884.0,,,15581.0,,,,,36.0,6.0,,41.5
M4173,A47,B737,,Electrical,2023-10-19,2023-10-28,2023-10-28,59668.0,47776.0,,,V-A,Medium,Cancelled,Mumbai,78.0,,,-19.93
M1351,A54,A-320,Unscheduled,Hydraulics,,2023-09-26,2023-09-27,,185088.0,14.0,13932.0,,Low,,Chicago,106.0,,47531.0,34.55
M882,A33,B777,Preventive,,2024-06-07,2024-06-11,,77165.0,,198.0,24878.0,,Critical,Delayed,Mumbai,,8.0,18695.0,24.23
M612,A16,A350,Scheduled,LandingGear,,2023-12-13,2023-12-17,116159.0,149674.0,166.0,89660.0,V-A,,,Dubai,121.0,,33515.0,28.85
M3754,A22,B777,Scheduled,Avionics,2022-06-16,2022-06-18,,,36156.0,29.0,55725.0,inhouse,,,Dallas,,,-5512.0,-13.23
M3878,A48,,Scheduled,Electrical,2022-07-03,2022-07-04,,,88058.0,155.0,31806.0,inhouse,,Cancelled,,,9.0,,-11.14
M2165,A03,,Preventive,,,,2022-08-01,,203814.0,,53142.0,inhouse,Critical,InProgress,LosAngeles,,,63562.0,45.32
M1551,A16,A320,,LandingGear,2023-06-01,,,55761.0,72714.0,68.0,52657.0,V-B,Low,,,142.0,1.0,16953.0,
M4093,A26,A-320,,Electrical,,2024-07-23,,105352.0,,142.0,11652.0,,,,Chicago,120.0,10.0,-17965.0,
M2406,A16,B737,,Avionics,2022-10-17,2022-10-28,2022-10-30,,33537.0,,37962.0,,,InProgress,Paris,113.0,7.0,-12094.0,-26.5
M3946,A14,B737,,Hydraulics,2023-10-13,2023-10-21,,133742.0,154060.0,204.0,77158.0,,Critical,InProgress,London,,,20318.0,15.19
M4797,A58,,Unscheduled,Structure,,,2023-11-24,69791.0,,,89341.0,,Critical,InProgress,,38.0,5.0,,-1.04
M4923,A39,A-320,,Engine,2024-02-02,2024-02-10,2024-02-16,,80539.0,,10211.0,V-B,Critical,completed,,,,-12114.0,-13.07
M241,A48,A350,Emergency,LandingGear,2022-10-15,,,,,191.0,55627.0,inhouse,Critical,,Frankfurt,59.0,7.0,-12466.0,
M3382,A45,A320,,,2023-05-22,2023-05-31,2023-06-03,137206.0,192233.0,,,V-A,,,,47.0,8.0,55027.0,
M2303,A03,A350,Emergency,,,2023-07-29,,96327.0,111469.0,160.0,36937.0,V-A,,InProgress,Singapore,,,,
M3655,A17,B787,,Engine,,,2022-11-15,,82714.0,136.0,65019.0,,,Completed,Toronto,,6.0,-4940.0,-5.64
M298,A21,B737,scheduled,,2023-04-26,2023-05-07,2023-05-07,,22949.0,217.0,36847.0,V-C,High,,Singapore,,6.0,7489.0,48.44
M4467,A42,A350,Emergency,Engine,2024-09-25,,2024-09-30,45910.0,62372.0,84.0,72489.0,V-A,,Completed,Chennai,80.0,,16462.0,
M4429,A33,B737,scheduled,LandingGear,2023-01-25,,2023-02-11,133431.0,114719.0,,34080.0,inhouse,Low,,Frankfurt,100.0,8.0,-18712.0,-14.02
M1587,A08,b737,,Engine,2024-05-18,2024-05-15,2024-05-18,41189.0,,72.0,85923.0,,,Completed,Amsterdam,107.0,,,
M1023,A57,b737,,Hydraulics,,,,,17000.0,107.0,,V-B,,Completed,NewYork,46.0,2.0,,
M1648,A56,,Unscheduled,LandingGear,,2022-09-05,2022-09-09,125635.0,125741.0,47.0,58579.0,InHouse,,completed,Mumbai,45.0,,,0.08
M4040,A47,B777,Preventive,Hydraulics,2022-08-08,2022-08-11,,51256.0,56468.0,35.0,79868.0,inhouse,Low,Completed,,,2.0,5212.0,
M4884,A01,b737,Emergency,LandingGear,2022-06-24,2022-06-26,2022-07-01,129103.0,134645.0,,63161.0,,Low,,Atlanta,,4.0,5542.0,
M085,A36,B787,Emergency,,2024-04-11,2024-04-12,,20723.0,24228.0,,54845.0,,,Completed,,84.0,6.0,3505.0,16.91
M3691,A04,,,Hydraulics,2023-11-10,2023-11-20,,,,121.0,59232.0,inhouse,Low,,Singapore,,10.0,-33305.0,-22.95
M1171,A60,A320,Scheduled,Electrical,2023-08-07,2023-08-08,2023-08-08,142058.0,173458.0,,43911.0,inhouse,,Cancelled,Toronto,15.0,9.0,31400.0,22.1
M4490,A16,,scheduled,Structure,,,,139842.0,111294.0,173.0,,inhouse,,,Dubai,115.0,,-28548.0,-20.41
M2421,A60,,Preventive,Structure,2022-04-24,2022-04-26,2022-04-30,11833.0,,214.0,9500.0,,,completed,Chennai,,2.0,3645.0,
M4012,A14,b737,Scheduled,,,2023-10-19,2023-10-23,83234.0,77605.0,136.0,24001.0,,,Completed,,71.0,,-5629.0,-6.76
